"Marca","Modelo","Ano","Combustível","Tração","Preçoref"
"791","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2021","Gasolina","4x4",1043199
"792","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2010","Diesel","4x4",76918
"793","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2011","Diesel","4x4",80895
"794","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2012","Diesel","4x4",83504
"795","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2013","Diesel","4x4",86209
"796","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2014","Diesel","4x4",89262
"797","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2017","Diesel","4x4",94381
"798","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2018","Diesel","4x4",99648
"799","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2019","Diesel","4x4",108527
"800","TAC","Stark 2.3 4WD 127cv TDI Diesel 3p","2020","Diesel","4x4",112218
"801","Hyundai","Santa Fe GLS 3.5 V6 4x4 Tiptronic","2010","Gasolina","4x4",47511
"802","Hyundai","Santa Fe GLS 3.5 V6 4x4 Tiptronic","2011","Gasolina","4x4",54495
"803","Hyundai","Santa Fe GLS 3.5 V6 4x4 Tiptronic","2012","Gasolina","4x4",56997
"804","Hyundai","Santa Fe GLS 3.5 V6 4x4 Tiptronic","2013","Gasolina","4x4",73341
"805","Audi","R8 4.2 V8 426cv Quattro R-tronic","2008","Gasolina","AWD",401827
"806","Audi","R8 4.2 V8 426cv Quattro R-tronic","2009","Gasolina","AWD",413158
"807","Audi","R8 4.2 V8 426cv Quattro R-tronic","2010","Gasolina","AWD",430327
"808","Audi","R8 4.2 V8 426cv Quattro R-tronic","2011","Gasolina","AWD",445116
"809","Audi","R8 4.2 V8 426cv Quattro R-tronic","2012","Gasolina","AWD",525142
"810","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2010","Gasolina","AWD",522331
"811","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2011","Gasolina","AWD",553181
"812","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2012","Gasolina","AWD",655838
"813","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2014","Gasolina","AWD",775000
"814","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2015","Gasolina","AWD",880447
"815","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2017","Gasolina","AWD",1150388
"816","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2018","Gasolina","AWD",1325346
"817","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2021","Gasolina","AWD",1582365
"818","Audi","R8 5.2 V10 Quattro R-tronic/S-tronic","2022","Gasolina","AWD",1624500
"819","Jeep","Cherokee Limited 3.7 4x4 V6 12V Aut.","2009","Gasolina","4x4",47862
"820","Jeep","Cherokee Limited 3.7 4x4 V6 12V Aut.","2010","Gasolina","4x4",63149
"821","Jeep","Cherokee Limited 3.7 4x4 V6 12V Aut.","2011","Gasolina","4x4",70011
"822","Jeep","Cherokee Limited 3.7 4x4 V6 12V Aut.","2012","Gasolina","4x4",71986
"823","Kia Motors","Sorento 2.4 16V 4x4 Aut.","2011","Gasolina","4x4",59095
"824","Kia Motors","Sorento 2.4 16V 4x4 Aut.","2012","Gasolina","4x4",60883
"825","Kia Motors","Sorento 2.4 16V 4x4 Aut.","2018","Gasolina","4x4",167424
"826","Kia Motors","Sorento 2.4 16V 4x4 Aut.","2019","Gasolina","4x4",184328
"827","Kia Motors","Sorento 2.4 16V 4x4 Aut.","2020","Gasolina","4x4",211238
"828","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2010","Gasolina","4x4",55046
"829","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2011","Gasolina","4x4",65326
"830","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2012","Gasolina","4x4",70038
"831","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2013","Gasolina","4x4",79518
"832","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2014","Gasolina","4x4",99455
"833","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2015","Gasolina","4x4",103505
"834","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2018","Gasolina","4x4",191998
"835","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2019","Gasolina","4x4",202874
"836","Kia Motors","Sorento 3.5 V6 24V 4x4 Aut.","2020","Gasolina","4x4",262034
"837","VW - VolksWagen","AMAROK Highline CD 2.0 16V TDI 4x4 Dies.","2011","Diesel","4x4",88244
"838","VW - VolksWagen","AMAROK Highline CD 2.0 16V TDI 4x4 Dies.","2012","Diesel","4x4",98847
"839","VW - VolksWagen","AMAROK Highline CD 2.0 16V TDI 4x4 Dies.","2013","Diesel","4x4",104985
"840","VW - VolksWagen","AMAROK Highline CD 2.0 16V TDI 4x4 Dies.","2014","Diesel","4x4",129357
"841","Hyundai","ix35 2.0 16V 170cv 2WD/4WD Mec.","2010","Gasolina","4x4",50968
"842","Hyundai","ix35 2.0 16V 170cv 2WD/4WD Mec.","2011","Gasolina","4x4",57065
"843","Hyundai","ix35 2.0 16V 170cv 2WD/4WD Mec.","2012","Gasolina","4x4",67766
"844","Hyundai","ix35 2.0 16V 170cv 2WD/4WD Aut.","2010","Gasolina","4x4",53838
"845","Hyundai","ix35 2.0 16V 170cv 2WD/4WD Aut.","2011","Gasolina","4x4",60535
"846","Hyundai","ix35 2.0 16V 170cv 2WD/4WD Aut.","2012","Gasolina","4x4",67912
"847","Hyundai","ix35 2.0 16V 170cv 2WD/4WD Aut.","2013","Gasolina","4x4",70785
"848","Jeep","Wrangler Unlimited Sport 3.8 V6 199cv","2009","Gasolina","4x4",143120
"849","Jeep","Wrangler Unlimited Sport 3.8 V6 199cv","2010","Gasolina","4x4",147156
"850","Jeep","Wrangler Unlimited Sport 3.8 V6 199cv","2011","Gasolina","4x4",174958
"851","Audi","RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.","2010","Gasolina","AWD",384338
"852","Audi","RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.","2011","Gasolina","AWD",395176
"853","Audi","RS6 5.0 FSI V10 Bi-TB Quattro Tip.","2010","Gasolina","AWD",325815
"854","Audi","RS6 5.0 FSI V10 Bi-TB Quattro Tip.","2011","Gasolina","AWD",353389
"855","VW - VolksWagen","AMAROK Trendline CD 2.0 16V TDI 4x4 Dies","2011","Diesel","4x4",86454
"856","VW - VolksWagen","AMAROK Trendline CD 2.0 16V TDI 4x4 Dies","2012","Diesel","4x4",88931
"857","VW - VolksWagen","AMAROK Trendline CD 2.0 16V TDI 4x4 Dies","2013","Diesel","4x4",99879
"858","VW - VolksWagen","AMAROK Trendline CD 2.0 16V TDI 4x4 Dies","2014","Diesel","4x4",108510
"859","VW - VolksWagen","AMAROK Trendline CD 2.0 16V TDI 4x4 Dies","2015","Diesel","4x4",111571
"860","VW - VolksWagen","AMAROK Trendline CD 2.0 16V TDI 4x4 Dies","2016","Diesel","4x4",119687
"861","VW - VolksWagen","AMAROK Trendline CD 2.0 16V TDI 4x4 Dies","2017","Diesel","4x4",152650
"862","Ford","Ranger TROPIVAN XLT 3.0 PSE 4x4 TB Dies.","2009","Diesel","4x4",70950
"863","Ford","Ranger TROPIVAN XLT 3.0 PSE 4x4 TB Dies.","2010","Diesel","4x4",77779
"864","Ford","Ranger TROPIVAN XLT 3.0 PSE 4x4 TB Dies.","2011","Diesel","4x4",84475
"865","GM - Chevrolet","S10 Pick-Up RODEIO 2.8 TDI 4x4 CD Dies.","2011","Diesel","4x4",84673
"866","Audi","A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p","2009","Gasolina","AWD",99685
"867","Audi","A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p","2010","Gasolina","AWD",102874
"868","Audi","A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p","2011","Gasolina","AWD",130938
"869","Audi","A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p","2012","Gasolina","AWD",135161
"870","Mitsubishi","Lancer Evolution X 2.0 16V 295cv TB Int.","2010","Gasolina","AWD",132865
"871","Mitsubishi","Lancer Evolution X 2.0 16V 295cv TB Int.","2011","Gasolina","AWD",137151
"872","Mitsubishi","Lancer Evolution X 2.0 16V 295cv TB Int.","2012","Gasolina","AWD",158458
"873","Mitsubishi","Lancer Evolution X 2.0 16V 295cv TB Int.","2013","Gasolina","AWD",163569
"874","Mitsubishi","Lancer Evolution X 2.0 16V 295cv TB Int.","2014","Gasolina","AWD",168149
"875","Mitsubishi","Lancer Evolution X 2.0 16V 295cv TB Int.","2015","Gasolina","AWD",172858
"876","Audi","RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p","2011","Gasolina","AWD",181197
"877","Audi","RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p","2012","Gasolina","AWD",215805
"878","Audi","RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p","2013","Gasolina","AWD",284566
"879","Audi","RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p","2014","Gasolina","AWD",308642
"880","Audi","RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p","2015","Gasolina","AWD",344333
"881","Ford","EDGE LIMITED 3.5 V6 24V AWD Aut.","2009","Gasolina","AWD",47990
"882","Ford","EDGE LIMITED 3.5 V6 24V AWD Aut.","2010","Gasolina","AWD",56436
"883","Ford","EDGE LIMITED 3.5 V6 24V AWD Aut.","2011","Gasolina","AWD",62160
"884","Ford","EDGE LIMITED 3.5 V6 24V AWD Aut.","2012","Gasolina","AWD",71164
"885","Ford","EDGE LIMITED 3.5 V6 24V AWD Aut.","2013","Gasolina","AWD",75945
"886","Ford","EDGE LIMITED 3.5 V6 24V AWD Aut.","2014","Gasolina","AWD",84375
"887","Ford","EDGE LIMITED 3.5 V6 24V AWD Aut.","2015","Gasolina","AWD",108023
"888","Mitsubishi","ASX 2.0 16V 4x4 160cv Aut.","2011","Gasolina","4x4",57572
"889","Mitsubishi","ASX 2.0 16V 4x4 160cv Aut.","2012","Gasolina","4x4",62085
"890","Mitsubishi","ASX 2.0 16V 4x4 160cv Aut.","2013","Gasolina","4x4",70303
"891","Mitsubishi","ASX 2.0 16V 4x4 160cv Aut.","2014","Gasolina","4x4",73837
"892","Mitsubishi","ASX 2.0 16V 4x4 160cv Aut.","2015","Gasolina","4x4",79224
"893","Mitsubishi","ASX 2.0 16V 4x4 160cv Aut.","2016","Gasolina","4x4",85659
"894","Mitsubishi","ASX 2.0 16V 4x4 160cv Aut.","2017","Gasolina","4x4",96695
"895","Jeep","Grand Cherokee Laredo 3.6 4x4 V6 Aut.","2011","Gasolina","4x4",70344
"896","Jeep","Grand Cherokee Laredo 3.6 4x4 V6 Aut.","2012","Gasolina","4x4",73824
"897","Jeep","Grand Cherokee Laredo 3.6 4x4 V6 Aut.","2014","Gasolina","4x4",110286
"898","Jeep","Grand Cherokee Laredo 3.6 4x4 V6 Aut.","2015","Gasolina","4x4",123571
"899","Jeep","Grand Cherokee Limited 3.6 4x4 V6 Aut.","2011","Gasolina","4x4",73576
"900","Jeep","Grand Cherokee Limited 3.6 4x4 V6 Aut.","2012","Gasolina","4x4",78922
"901","Jeep","Grand Cherokee Limited 3.6 4x4 V6 Aut.","2014","Gasolina","4x4",121647
"902","Jeep","Grand Cherokee Limited 3.6 4x4 V6 Aut.","2015","Gasolina","4x4",137078
"903","Jeep","Grand Cherokee Limited 3.6 4x4 V6 Aut.","2016","Gasolina","4x4",202451
"904","Jeep","Grand Cherokee Limited 3.6 4x4 V6 Aut.","2017","Gasolina","4x4",223226
"905","Jeep","Grand Cherokee Limited 3.6 4x4 V6 Aut.","2018","Gasolina","4x4",230683
"906","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2011","Gasolina","4x4",142236
"907","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2012","Gasolina","4x4",146248
"908","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2013","Gasolina","4x4",150343
"909","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2014","Gasolina","4x4",154553
"910","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2015","Gasolina","4x4",170048
"911","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2016","Gasolina","4x4",227857
"912","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2018","Gasolina","4x4",234185
"913","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2019","Gasolina","4x4",265515
"914","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2020","Gasolina","4x4",273003
"915","Subaru","Impreza SD WRX STI 2.5 16V TB 4x4","2021","Gasolina","4x4",291732
"916","Volvo","XC 60 R-DESIGN 3.0 304cv AWD 5p","2011","Gasolina","AWD",62529
"917","Volvo","XC 60 R-DESIGN 3.0 304cv AWD 5p","2012","Gasolina","AWD",82463
"918","Volvo","XC 60 R-DESIGN 3.0 304cv AWD 5p","2013","Gasolina","AWD",105195
"919","Volvo","XC 60 R-DESIGN 3.0 304cv AWD 5p","2014","Gasolina","AWD",121154
"920","Volvo","XC 60 R-DESIGN 3.0 304cv AWD 5p","2015","Gasolina","AWD",147189
"921","GM - Chevrolet","CAPTIVA SPORT AWD 3.0 V6 24V 268cv","2011","Gasolina","AWD",46846
"922","GM - Chevrolet","CAPTIVA SPORT AWD 3.0 V6 24V 268cv","2012","Gasolina","AWD",50144
"923","GM - Chevrolet","CAPTIVA SPORT AWD 3.0 V6 24V 268cv","2013","Gasolina","AWD",56836
"924","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2011","Diesel","4x4",86334
"925","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2012","Diesel","4x4",88753
"926","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2013","Diesel","4x4",90983
"927","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2014","Diesel","4x4",97340
"928","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2015","Diesel","4x4",101781
"929","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2016","Diesel","4x4",112920
"930","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2017","Diesel","4x4",123197
"931","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2018","Diesel","4x4",130056
"932","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2019","Diesel","4x4",142752
"933","VW - VolksWagen","AMAROK SE CD 2.0 16V TDI 4x4 Diesel","2020","Diesel","4x4",166424
"934","Volvo","S60 T-6 3.0 304cv AWD 4p","2011","Gasolina","AWD",64489
"935","Audi","A7 Sportback 3.0 TFSI Quattro S Tronic","2011","Gasolina","AWD",142590
"936","Audi","A7 Sportback 3.0 TFSI Quattro S Tronic","2012","Gasolina","AWD",148416
"937","Audi","A7 Sportback 3.0 TFSI Quattro S Tronic","2013","Gasolina","AWD",164054
"938","Audi","A7 Sportback 3.0 TFSI Quattro S Tronic","2014","Gasolina","AWD",179990
"939","Audi","A7 Sportback 3.0 TFSI Quattro S Tronic","2015","Gasolina","AWD",214924
"940","Audi","A7 Sportback 3.0 TFSI Quattro S Tronic","2016","Gasolina","AWD",253417
"941","Audi","A7 Sportback 3.0 TFSI Quattro S Tronic","2017","Gasolina","AWD",290540
"942","Audi","A7 Sportback 3.0 TFSI Quattro S Tronic","2018","Gasolina","AWD",298733
"943","Audi","R8 Spyder 5.2 Quattro R-tronic/S-tronic","2010","Gasolina","AWD",558587
"944","Audi","R8 Spyder 5.2 Quattro R-tronic/S-tronic","2011","Gasolina","AWD",610507
"945","Audi","R8 Spyder 5.2 Quattro R-tronic/S-tronic","2012","Gasolina","AWD",686025
"946","Audi","R8 Spyder 5.2 Quattro R-tronic/S-tronic","2013","Gasolina","AWD",705369
"947","Audi","R8 Spyder 5.2 Quattro R-tronic/S-tronic","2014","Gasolina","AWD",830039
"948","Audi","R8 Spyder 5.2 Quattro R-tronic/S-tronic","2015","Gasolina","AWD",945689
"949","Audi","R8 Spyder 5.2 Quattro R-tronic/S-tronic","2016","Gasolina","AWD",972355
"950","Land Rover","Defender 110 RAW 2.4 122cv T. Diesel","2011","Diesel","4x4",277654
"951","Land Rover","Defender 90 RAW 2.4 122cv T.Diesel","2011","Diesel","4x4",217174
"952","Mitsubishi","L200 Triton XB 3.2 CD TB Int.Diesel Mec.","2012","Diesel","4x4",91353
"953","Mitsubishi","Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.","2011","Flex","4x4",69434
"954","Mitsubishi","Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.","2012","Flex","4x4",77695
"955","Mitsubishi","Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.","2013","Flex","4x4",89068
"956","Mitsubishi","Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.","2014","Flex","4x4",98274
"957","Mitsubishi","Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.","2015","Flex","4x4",110933
"958","Mitsubishi","Pajero DAKAR/HPE 3.5 4x4 Flex 5p Aut.","2016","Flex","4x4",119151
"959","VW - VolksWagen","AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die","2011","Diesel","4x4",86147
"960","VW - VolksWagen","AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die","2012","Diesel","4x4",90254
"961","VW - VolksWagen","AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die","2013","Diesel","4x4",93032
"962","VW - VolksWagen","AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die","2014","Diesel","4x4",96661
"963","VW - VolksWagen","AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die","2015","Diesel","4x4",102100
"964","VW - VolksWagen","AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die","2016","Diesel","4x4",112772
"965","VW - VolksWagen","AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die","2017","Diesel","4x4",121245
"966","VW - VolksWagen","AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die","2018","Diesel","4x4",129565
"967","Land Rover","Discovery4 B&W 3.0 4x4 TDV6 Diesel Aut.","2011","Diesel","4x4",117926
"968","Nissan","Frontier LE ATTACK CD 4x4 2.5 TB Die.Aut","2012","Diesel","4x4",94690
"969","Nissan","Frontier LE ATTACK CD 4x4 2.5 TB Die.Aut","2013","Diesel","4x4",108738
"970","Nissan","Frontier SE ATTACK CD 4x4 2.5 TB Diesel","2012","Diesel","4x4",92900
"971","Nissan","Frontier SE ATTACK CD 4x4 2.5 TB Diesel","2013","Diesel","4x4",98873
"972","SSANGYONG","Korando 2.0 16V T.Diesel AWD Aut.","2011","Diesel","AWD",53365
"973","SSANGYONG","Korando 2.0 16V T.Diesel AWD Aut.","2012","Diesel","AWD",57898
"974","SSANGYONG","Korando 2.0 16V T.Diesel AWD Aut.","2015","Diesel","AWD",90167
"975","SSANGYONG","Korando 2.0 16V T.Diesel AWD Mec.","2011","Diesel","AWD",45633
"976","Subaru","Forester XT S-EDITION 2.5 16V 4x4 TB Aut","2011","Gasolina","4x4",80766
"977","Subaru","Forester XT S-EDITION 2.5 16V 4x4 TB Aut","2012","Gasolina","4x4",102638
"978","Troller","T-4 DESERT STORM 4x4 3.0 TB Int Diesel","2011","Diesel","4x4",102959
"979","Troller","T-4 DESERT STORM 4x4 3.0 TB Int Diesel","2012","Diesel","4x4",107640
"980","Volvo","S60 T-6 R-DESIGN 3.0 AWD 4p","2012","Gasolina","AWD",83099
"981","Volvo","S60 T-6 R-DESIGN 3.0 AWD 4p","2013","Gasolina","AWD",88730
"982","Volvo","S60 T-6 R-DESIGN 3.0 AWD 4p","2014","Gasolina","AWD",108198
"983","Volvo","S60 T-6 R-DESIGN 3.0 AWD 4p","2015","Gasolina","AWD",124996
"984","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2012","Flex","4x4",47119
"985","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2013","Flex","4x4",49159
"986","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2014","Flex","4x4",54441
"987","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2015","Flex","4x4",57451
"988","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2016","Flex","4x4",66562
"989","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2017","Flex","4x4",70112
"990","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2018","Flex","4x4",76831
"991","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2019","Flex","4x4",83562
"992","Renault","DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec","2020","Flex","4x4",88753
"993","Audi","A8 6.3 W12 48V Quattro Tiptronic","2012","Gasolina","AWD",446855
"994","Audi","A8 6.3 W12 48V Quattro Tiptronic","2013","Gasolina","AWD",459216
"995","Audi","A8 6.3 W12 48V Quattro Tiptronic","2014","Gasolina","AWD",474029
"996","Audi","A8 6.3 W12 48V Quattro Tiptronic","2015","Gasolina","AWD",533115
"997","Audi","A8 6.3 W12 48V Quattro Tiptronic","2016","Gasolina","AWD",644695
"998","Audi","A8 6.3 W12 48V Quattro Tiptronic","2017","Gasolina","AWD",760168
"999","Jeep","Wrangler SAHARA 3.8 V6 199cv 2p","2011","Gasolina","4x4",121448
"1000","Jeep","Wrangler Unlimited SAHARA 3.8 V6  4p","2011","Gasolina","4x4",165112
"1001","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2012","Diesel","4x4",80597
"1002","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2013","Diesel","4x4",84350
"1003","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2014","Diesel","4x4",86729
"1004","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2015","Diesel","4x4",97606
"1005","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2016","Diesel","4x4",100359
"1006","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2017","Diesel","4x4",117831
"1007","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2018","Diesel","4x4",128489
"1008","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2019","Diesel","4x4",139408
"1009","VW - VolksWagen","AMAROK CS2.0 16V/S2.0 16V TDI 4x4 Diesel","2020","Diesel","4x4",157475
"1010","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2012","Diesel","4x4",58822
"1011","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2013","Diesel","4x4",97675
"1012","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2014","Diesel","4x4",108388
"1013","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2015","Diesel","4x4",119035
"1014","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2016","Diesel","4x4",127340
"1015","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2017","Diesel","4x4",135089
"1016","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2018","Diesel","4x4",141937
"1017","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2019","Diesel","4x4",149964
"1018","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2020","Diesel","4x4",156060
"1019","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2021","Diesel","4x4",173425
"1020","GM - Chevrolet","S10 Pick-Up LS 2.8 TDI 4x4 CS Diesel","2022","Diesel","4x4",193832
"1021","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2012","Diesel","4x4",105259
"1022","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2013","Diesel","4x4",114826
"1023","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2014","Diesel","4x4",128569
"1024","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2015","Diesel","4x4",133041
"1025","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2016","Diesel","4x4",146283
"1026","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2017","Diesel","4x4",153660
"1027","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2018","Diesel","4x4",162055
"1028","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2019","Diesel","4x4",168458
"1029","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel","2020","Diesel","4x4",173316
"1030","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2013","Diesel","4x4",119373
"1031","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2014","Diesel","4x4",129204
"1032","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2015","Diesel","4x4",137068
"1033","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2016","Diesel","4x4",150299
"1034","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2017","Diesel","4x4",162863
"1035","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2018","Diesel","4x4",171281
"1036","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2019","Diesel","4x4",181119
"1037","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2020","Diesel","4x4",190842
"1038","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2021","Diesel","4x4",220245
"1039","GM - Chevrolet","S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut","2022","Diesel","4x4",238306
"1040","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2012","Diesel","4x4",115277
"1041","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2013","Diesel","4x4",127170
"1042","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2014","Diesel","4x4",139492
"1043","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2015","Diesel","4x4",151071
"1044","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2016","Diesel","4x4",162522
"1045","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2017","Diesel","4x4",179767
"1046","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2018","Diesel","4x4",188289
"1047","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2019","Diesel","4x4",193599
"1048","GM - Chevrolet","S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut","2020","Diesel","4x4",215988
